conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650,"evaluează date, informații și conținut digital",released,skill/competence,cross-sector,"interpretează date, informații și conținut digital | analizează date, informații și conținut digital","Analizează, compară și evaluează critic credibilitatea și fiabilitatea surselor de date, a informațiilor și conținutului digital. Analizează, interpretează și evaluează critic datele, informațiile și conținutul digital.",http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,procesarea datelor digitale | analizează și evaluează informații și date
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d86f05e-e9cc-40ce-99d8-2b21cc71b16b,implementare de soluții,released,knowledge,sector-specific,,"Tehnologiile și standardele care urmează să fie utilizate în timpul instalării, implementării și întreținerii caracteristicilor software-ului.",http://data.europa.eu/esco/isced-f/0612,proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1de3942b-99d8-41e8-9ef0-fbc9e9f6307b,Drupal,released,knowledge,sector-specific,,"Sistemul informatic online din sursă deschisă, scris în PHP, utilizat pentru crearea, editarea, publicarea și arhivarea de bloguri, articole, pagini web sau comunicate de presă, ceea ce necesită un nivel mai ridicat de înțelegere tehnică a HTML, CSS și PHP.",http://data.europa.eu/esco/skill/5c66ce3a-658d-43b1-9d8d-0f39be6c0f2e | http://data.europa.eu/esco/isced-f/0613,WebCMS | analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755,gestionează schimbările în sistemul de TIC,released,skill/competence,sector-specific,gestionează schimbările în sistemul IT | gestionează schimbările în sistemele TIC | gestionează schimbările în sistemul informatic | gestionează schimbările în sistemul de comunicații,"Planifică, realizează și monitorizează modificările și upgrade-urile sistemului. Menține versiunile anterioare ale sistemului. Revine, dacă este necesar, la o versiune mai veche și mai sigură a sistemului.",http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5 | http://data.europa.eu/esco/skill/71c2f41e-14de-4b23-82ad-5dbcd54ba5b0 | http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,întreține sistemul TIC | implementează sisteme TIC | utilizează calculatorul
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ebc1454-b6cb-4e45-a96a-17399961ad39,gestionează sisteme tehnice de securitate,released,skill/competence,occupation-specific,,"Verifică funcționarea sistemelor tehnice de securitate, cum ar fi camerele, dispozitivele de citire a legitimațiilor sau aparatele cu raze X.",http://data.europa.eu/esco/skill/865ccba0-e1a2-402c-9641-d23a4acac6ea | http://data.europa.eu/esco/skill/2abfac2e-ad51-49fd-bbed-34953c95ab20 | http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,gestionează echipamentele de securitate | supraveghează planificarea sistemelor de siguranță | asigură protecția dispozitivelor tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f0fbd17-56b7-45cd-b841-e7d9e2a5a14e,identifică oportunitățile de inovare cu ajutorul tehnologiei blockchain,released,skill/competence,sector-specific,utilizeazăi blockchain pentru a stimula inovația | analizează inovația în afaceri bazată pe blockchain,"Identifică oportunitățile de inovare cu ajutorul tehnologiei blockchain, prin introducerea de soluții bazate pe blockchain într-un anumit sector, dar și la nivel intersectorial. Înțelege consecințele proprietăților esențiale ale tehnologiei blockchain, cum ar fi transparența și securitatea, cu scopul promovării inovațiilor.
	",http://data.europa.eu/esco/skill/cbe1b24e-00f3-4b17-94e9-1fcd34a11c3e,identifică oportunități
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f1bef0f-2484-4136-a5bf-6ed80346a671,soluționează problemele legate de jocurile de noroc prin mijloace digitale,released,skill/competence,sector-specific,,"Utilizează resurse, instrumente și competențe TIC pentru a rezolva probleme legate de jocurile de noroc, de pariuri și de loterie, cum ar fi problemele legate de operarea jocului.",http://data.europa.eu/esco/skill/5d1f71c1-fe52-4ade-b43d-5fc85ee16ad3 | http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,gestionează aspectele operaționale ale pariurilor | soluționează probleme informatice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1fa420ed-5378-4258-8d7a-9ec274dda927,utilizează panouri de comandă,released,skill/competence,occupation-specific,,"Utilizează panouri de comandă pentru a dirija mecanismele, precum porțile sau mașinile automate.",http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,utilizează instrumente digitale pentru controlul mecanismelor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1fc03dc8-0ee0-4876-83ec-86e0bfcb3876,finanțare participativă,released,knowledge,cross-sector,,"Proces de colectare de fonduri prin internet pentru a finanța un proiect sau o întreprindere, utilizând strategii digitale pentru a colecta sume mici de bani de la un grup mare de persoane.
	",http://data.europa.eu/esco/isced-f/0413,gestiune și administrare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ffac4ac-fda7-407d-8ed1-ca8f4a8dc146,Angular,released,knowledge,sector-specific,,"Tehnici și principii de dezvoltare software, cum ar fi analiza, algoritmii, codificarea, testarea și compilarea de paradigme de programare în Angular.
	",http://data.europa.eu/esco/isced-f/0613,analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/206f5738-e91f-4390-84a2-fcb864bc11b1,folosește modele computerizate avansate pentru realizarea previziunilor meteorologice,released,skill/competence,cross-sector,,"Elaborează previziuni meteorologice pe termen scurt și pe termen lung, aplicând formule fizice și matematice; înțelege aplicațiile de simulare pe computer specializate.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,supraveghează starea mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20c6a2ec-ef98-4f95-8a16-c8006d9242ba,instalează echipamente de sunet,released,skill/competence,sector-specific,,Instalează echipamente pentru înregistrarea sunetului. Testează acustica și face ajustări.,http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,operează echipamente audio-video
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20c920d4-7ff7-4676-ba61-3f04490d9416,ține pasul cu cele mai recente soluții privind sistemele informatice,released,skill/competence,sector-specific,cunoaște tendințele cele mai noi în domeniul sistemelor informatice | este la curent cu cele mai noi sisteme informatice | cunoaște cele mai recente soluții informatice | ține pasul cu soluțiile pentru sisteme informatice,"Colectează cele mai recente informații privind soluțiile existente în materie de sisteme de informații care integrează software și hardware, precum și componente de rețea.",http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b | http://data.europa.eu/esco/skill/e2a5e046-3357-493e-bbdc-8d0ef82005cc,dă dovadă de dorință de învățare | urmărește progresele în domeniu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20eb4c72-2a50-4a68-acb0-7e0d4559c097,instalează produse electronice de larg consum,released,skill/competence,occupation-specific,,"Conectează dispozitivele electronice, cum ar fi televizoarele, echipamentele audio și video și camerele, la rețeaua de energie electrică și realizează racordurile electrice pentru a evita diferențele de potențial periculoase. Testează instalația pentru verificarea bunei funcționări a acesteia.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"instalează și repară echipamente electrice, electronice și de precizie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/211e4a02-69a6-494e-b94a-93741e2a3a0b,dezasamblează dispozitive mobile,released,skill/competence,sector-specific,dezasamblează aparatură mobilă | dezasamblează telefoane celulare | dezasamblează dispozitivele mobile | dezasamblează telefoane mobile și tablete,"Demontează dispozitivele mobile pentru a analiza defectele, înlocuiește piesele sau le reciclează.",http://data.europa.eu/esco/skill/b4877620-c375-45f3-a678-2ddb4dae6a29 | http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060 | http://data.europa.eu/esco/skill/55cd5608-1497-4ed1-96d0-cb9494749a09,"repară dispozitive TIC | instalează și repară echipamente electrice, electronice și de precizie | repară dispozitive mobile"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550,proiectează o rețea de calculatoare,released,skill/competence,sector-specific,,"Dezvoltă și planifică rețele TIC, cum ar fi o rețea de mare suprafață și o rețea locală, care să conecteze computerele prin cablu sau conexiuni wireless și să le permită acestora să facă schimb de date și să își evalueze cerințele de capacitate.",http://data.europa.eu/esco/skill/a47d194d-0ffd-4aaa-b695-fbbe0255000e | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,proiectează sistemul informatic | proiectează sisteme sau aplicații tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/216e5ea6-c683-4945-9f96-03483dc56d9f,repară dispozitive care pot fi încuiate,released,skill/competence,occupation-specific,,"Oferă servicii de reparare și depanare a dispozitivelor pentru deschiderea automată a ușilor, a dispozitivelor pentru închiderea ușilor și a altor sisteme de control al accesului, în conformitate cu specificațiile.",http://data.europa.eu/esco/skill/ade18380-76dc-4263-8c95-f61c0a887fc4 | http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"înlocuiește dispozitive defecte | instalează și repară echipamente electrice, electronice și de precizie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2174c1b0-e13c-4850-8e4d-2bc6183018bf,criptomonedă,released,knowledge,sector-specific,cripto | monedă digitală,"Monedă digitală și criptată sau mijloc de schimb într-o rețea descentralizată bazată pe tehnologia blockchain, deoarece valoarea criptomonedei nu este gestionată sau menținută de autoritățile centrale, așa cum este cazul euro.
	",http://data.europa.eu/esco/isced-f/0412,"finanțe, bănci și asigurări"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2180bd8c-86de-4889-8165-adac902eee9d,sisteme înglobate,released,knowledge,sector-specific,sisteme integrate | sistem înglobat | sisteme embedded | sisteme încorporate,"Sistemele informatice și componentele cu funcție specializată și autonomă în cadrul unui sistem sau al unei mașini mai mari, cum ar fi arhitecturile software înglobate pentru sisteme, perifericele încorporate, principiile de proiectare și instrumentele de dezvoltare.",http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523 | http://data.europa.eu/esco/isced-f/0714,infrastructură TIC | electronică și automatizare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/219dd03d-4168-416a-be40-f4becca55130,Engrade,released,knowledge,sector-specific,,"Programul pentru calculator Engrade este o platformă de învățare online pentru crearea, administrarea, organizarea, raportarea și furnizarea de cursuri de învățământ sau programe de formare online.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,sisteme de gestionare a învățării | proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,programare pe calculator,released,knowledge,cross-sector,,"Tehnicile și principiile dezvoltării de software, cum ar fi analiza, algoritmii, codificarea, testarea și compilarea paradigmelor de programare (de exemplu, programarea orientată spre obiect, programarea funcțională) și a limbajelor de programare.",http://data.europa.eu/esco/isced-f/0613,analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/21dd999b-c5cc-4cec-8a9f-33f07079c12e,echipamente de difuzare,released,knowledge,sector-specific,,"Utilizarea și exploatarea echipamentelor de difuzare, cum ar fi consolele de radiodifuziune, routere, microfoane, compresoare cu dublă comandă și alte mașini.",http://data.europa.eu/esco/isced-f/0211,tehnici audiovizuale și producție mediatică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/22225017-a02e-4171-8775-64c3adc87512,citire automată a contoarelor,released,knowledge,cross-sector,contorizare inteligentă | contorizare automată | servicii de citire a contoarelor,"Tehnologii mobile, de rețea și portabile utilizate pentru a obține automat date privind consumul de energie și de apă, precum și pentru a le direcționa către baza de date centrală în vederea expedierii facturilor sau efectuării de analize.",http://data.europa.eu/esco/isced-f/0612,proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/224423a6-ac6a-4b3e-be7c-e38b41f82116,folosește dispozitive de navigație,released,skill/competence,sector-specific,,"Utilizează dispozitive de navigație, de ex. busola sau sextantul, sau mijloace auxiliare de navigație, cum ar fi farurile sau geamandurile, radarul, sateliții și sistemele informatice, pentru pilotarea navelor pe căile navigabile. Lucrează cu grafice/hărți, anunțuri și publicații recente pentru a determina poziția exactă a unei nave.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,operează echipamente de comunicații
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb,utilizează software pentru prezentări,released,skill/competence,cross-sector,,"Utilizează instrumente software pentru a crea prezentări digitale care să combine diverse elemente, cum ar fi grafice, imagini, text și alte materiale multimedia.",http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615 | http://data.europa.eu/esco/skill/446a36a5-2376-439f-b46b-4a214ba0acdf,"creează conținut digital | utilizează software de prelucrare de text, de editare și de prezentare"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/238343b1-7b51-42b3-a9ed-cf24d3a236e7,identifică deficite de competență digitală,released,skill/competence,cross-sector,,Înțelege domeniile în care competențele digitale proprii trebuie îmbunătățite sau actualizate. Este în măsură să îi sprijine pe alții în ceea ce privește dezvoltarea competențelor lor digitale. Caută oportunități de dezvoltare personală și ține pasul cu evoluția digitală.,http://data.europa.eu/esco/skill/7e5147d1-60b1-4a68-804b-1f5cb0396b91 | http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595,"soluționarea problemelor cu instrumente și hardware TIC | monitorizează, inspectează și testează"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23900e3d-06fa-424c-a5dc-c0ea42edde1e,Oracle Warehouse Builder,released,knowledge,sector-specific,,"Programul informatic Oracle Warehouse Builder este un instrument pentru integrarea informațiilor provenite de la mai multe aplicații, creat și întreținut de organizații, într-o structură de date coerentă și transparentă, dezvoltată de societatea de software Oracle.",http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051 | http://data.europa.eu/esco/isced-f/0612,instrumente de extragere transformare și încărcare a datelor | proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23b45aa6-a479-486d-9e6f-062cbab7c68a,tehnici de interfațare,released,knowledge,sector-specific,,Tehnicile care se referă la interfețele dintre modele și componente.,http://data.europa.eu/esco/isced-f/0714,electronică și automatizare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23df3447-f59e-45a4-86da-78e38d07c808,industria echipamentelor audio-video,released,knowledge,cross-sector,industria aparaturii audio-video,Actori și produse disponibile pe piață în industria video și muzicală.,http://data.europa.eu/esco/isced-f/0211,tehnici audiovizuale și producție mediatică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2450c3b3-e78e-435b-b84d-e05d984e71dc,modele de arhitectură de software,released,knowledge,sector-specific,,"Setul de structuri și modele necesare pentru a înțelege sau descrie sistemul software, inclusiv elementele de software, relațiile dintre acestea și proprietățile elementelor și ale relațiilor.",http://data.europa.eu/esco/isced-f/0611,utilizarea computerului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17,cadre software,released,knowledge,sector-specific,,Mediile sau instrumentele de dezvoltare de software utilizate pentru a îmbunătăți eficiența dezvoltării noilor programe informatice prin furnizarea de caracteristici specifice care să sprijine și să orienteze dezvoltarea.,http://data.europa.eu/esco/isced-f/0613,analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/251b5528-693c-4ef9-a7f6-9924bb8d7ef8,cadre de aplicații descentralizate,released,knowledge,sector-specific,,"Diferite cadre software și caracteristicile, avantajele și dezavantajele acestora, care permit dezvoltarea de aplicații descentralizate în infrastructura blockchain. Printre exemple se numără Truffle, Embark, Epirus, Openzeppelin etc.
	",http://data.europa.eu/esco/isced-f/0613,analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,remediază erorile din software,released,skill/competence,sector-specific,,"Repară codul informatic analizând rezultatele testării, localizând defectele care determină apariția unui rezultat incorect sau neașteptat al software-ului și eliminând aceste defecte.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programează sisteme informatice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2579f843-87e8-4a9f-83ce-1284b2218b56,administrează servicii de management a informațiilor aeronautice,released,skill/competence,sector-specific,monitorizează medicamentele pacienților | gestionează medicamentele pacienților | monitorizează aderarea la medicamente a pacienților,"Îndeplinește atribuții complexe și întreprinde activități de nivel mediu și înalt privind bazele de date, de birou și legate de GIS (sistem informațional geografic) pentru a elabora seturi de date și publicații aeronautice de calitate.
	",http://data.europa.eu/esco/skill/7e8c17fd-3299-4c5a-b67c-32f516364662 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"evaluează calitatea serviciilor | gestionează, colectează și stochează date digitale"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/258d3de5-60fd-4336-aa7e-7700b64f5ed5,captarea mișcărilor,released,knowledge,sector-specific,,Procesul și tehnicile de captare a circulației actorilor umani pentru a crea și a anima personajele digitale care arată și se mișcă cât mai uman cu putință.,http://data.europa.eu/esco/isced-f/0211,tehnici audiovizuale și producție mediatică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25b291b5-8245-4d9d-b391-86a8a31d7109,utilizează programarea concurentă,released,skill/competence,sector-specific,utilizează programare concurentă | utilizează programarea paralelă  utilizează calcul paralel,"Utilizează instrumente TIC specializate pentru a crea programe care pot executa operațiuni concurente prin divizarea programelor în procese paralele și, după ce au fost calculate, prin combinarea rezultatelor.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programează sisteme informatice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25df422a-bf0a-4f76-8631-d0be91cb8751,ingineria sistemelor bazate pe modele,released,knowledge,cross-sector,ISBM,"Ingineria sistemelor bazate pe modele (MBSE) este o metodologie pentru ingineria sistemelor care utilizează modelarea vizuală ca mijloc principal de comunicare a informațiilor. Se axează pe crearea și exploatarea modelelor de domeniu ca principal mijloc de schimb de informații între ingineri și tehnicienii din domeniul ingineriei, mai degrabă decât pe schimbul de informații pe bază de documente. Prin urmare, elimină comunicarea de informații inutile, bazându-se pe modele abstracte care păstrează numai datele relevante.
	",http://data.europa.eu/esco/isced-f/0710,inginerie și inginerie comercială care nu sunt definite ulterior
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25ee43a8-f9b0-4990-96cf-eabe627ff0cc,utilizează software de management al activităților de închiriere,released,skill/competence,occupation-specific,,"Utilizează software de management al activităților de închiriere pentru a monitoriza aspecte ale activității, cum ar fi finanțele, închirierile și facturile.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gestionează, colectează și stochează date digitale"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,extragerea de date,released,knowledge,sector-specific,,"Metode de inteligență artificială, învățare automatizată, statistici și baze de date utilizate pentru extragerea de conținut dintr-un set de date.",http://data.europa.eu/esco/isced-f/0612,proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2672f6a9-1e70-43c5-859d-e6a0fc9ea0f1,instrumente de bord,released,knowledge,sector-specific,sisteme utilizate pentru manevrarea aeronavelor | sisteme de bord | sistemele de control al zborului aeronavelor | caracteristicile sistemelor de control al zborului aeronavei | sisteme utilizate pentru controlul zborului avioanelor | sisteme utilizate pentru controlul mișcării aeronavelor | caracteristicile sistemului de control al zborului aeronavei | sisteme utilizate pentru controlul zborului aeronavei,"Configurarea, caracteristicile și funcționarea sistemelor de control al zborului aeronavelor, cum ar fi suprafețele de control al zborului, comenzile din cabina de pilotaj, conexiunile și mecanismele de operare necesare pentru a controla direcția de zbor a unei aeronave.
	",http://data.europa.eu/esco/isced-f/1041,servicii de transport
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/26ca7ed6-80a7-47e3-92f5-6e6016adeb95,stabilește profiluri de culoare,released,skill/competence,sector-specific,,"Menține producția de culori coerentă în imprimantele digitale color și cu jet de cerneală, prin derularea procedurilor de calibrare și se asigură că profilurile de culoare pentru tipografii încă sunt corecte.",http://data.europa.eu/esco/skill/dcb9c446-bb08-44de-89b6-851ac2903eaf,operează utilaje de imprimat și de producție fotografică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/26fa7a33-a426-4cd5-9792-33bf668612e1,LESS,released,knowledge,sector-specific,,"Limbajul informatic LESS este un limbaj de foi de stil care realizează prezentarea de documente structurate. Aceste documente trebuie să respecte fișele de stiluri, un set de norme stilistice, cum ar fi fontul, culoarea și formatul.",http://data.europa.eu/esco/skill/c2999f0c-eb37-4cdf-b9b0-82107b628794 | http://data.europa.eu/esco/isced-f/0612,limbaje de foi de stil | proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27065048-bca8-4b0a-891a-b192b9ceadfd,software CAM,released,knowledge,sector-specific,software pentru fabricație asistată de calculator,"Diferite instrumente de prelucrare asistată de calculator (CAM) pentru a comanda mașinile și mașinile-unelte în crearea, modificarea, analiza sau optimizarea ca parte a proceselor de producție a pieselor de prelucrat.",http://data.europa.eu/esco/isced-f/0613,analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27ad6528-0914-4049-87c0-2f05791d0e2e,proiectează un sistem domotic în clădiri,released,skill/competence,sector-specific,proiectează un sistem domotic în clădirile nzeb | proiectează un sistem domotic în clădirile rezidențiale nzeb,"Proiectează un sistem domotic complet pentru clădiri, luând în considerare fiecare componentă aleasă. Stabilește o ponderare și un echilibru între componentele și sistemele care ar trebui incluse în sistemul domotic și a celor care sunt cel mai puțin utile în ceea ce privește economisirea de energie.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,proiectează sisteme sau echipamente electrice sau electronice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27aedf16-e2e9-419d-9ad8-1c3100e0e941,supraveghează echipa de montaj audiovideo,released,skill/competence,sector-specific,,Supraveghează artiștii multimedia și alți membri ai echipei de montaj audiovideo pentru a se asigura că editarea se face la timp și în conformitate cu viziunea creativă a echipei de producție.,http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/aab9f44d-fe0e-46d8-a470-11ce82a64846 | http://data.europa.eu/esco/skill/1f1d2ff8-c4c1-45cc-9812-6a7ee84a73cb,îi conduce pe alții | supervizează o echipă sau un grup | conduce o echipă
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27b913f0-3c52-448b-ad27-fc6ef08fb326,Adobe Illustrator,released,knowledge,sector-specific,,"Programul informatic Adobe Illustrator CC este un instrument grafic TIC care permite editarea digitală și compoziția graficelor pentru a genera atât grafică 2D raster, cât grafică 2D vectorială. Este creat de societatea de software Adobe.",http://data.europa.eu/esco/isced-f/0611 | http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,utilizarea computerului | software de editare grafică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27ddcef9-8522-4699-b0e6-2e2b10fd6d13,creează o campanie de finanțare participativă,released,skill/competence,cross-sector,,"Inițiază o activitate digitală de strângere de fonduri pentru un proiect, utilizând platforme de finanțare participativă. Aceasta implică crearea unui profil pe o platformă de finanțare participativă, crearea de materiale video convingătoare despre proiect, identificarea obiectivelor campaniei, monitorizarea bugetului, urmărirea desfășurării campaniei împreună cu donatorii, utilizarea platformelor de comunicare socială etc.
	",http://data.europa.eu/esco/skill/1d4be2e3-ac64-426f-838d-1e7cb8600927,competențe manageriale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2857540c-180b-4208-9127-e94a01871966,aliniază software-ul la arhitecturile de sistem,released,skill/competence,sector-specific,,"Aliniază designul sistemului și specificațiile tehnice cu arhitectura software-ului, pentru a asigura integrarea și interoperabilitatea între componentele sistemului.",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,instalează sisteme informatice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2879e8f6-037a-49ed-ba73-6f7d7766223e,sisteme de monitorizare a deșeurilor alimentare,released,knowledge,sector-specific,,"Caracteristicile, beneficiile și modalitățile de utilizare a instrumentelor digitale pentru colectarea, monitorizarea și evaluarea datelor privind deșeurile alimentare într-o organizație sau într-o unitate hotelieră.
	",http://data.europa.eu/esco/isced-f/0612,proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2891f0dc-4426-4a9a-8fbb-db4fb0a66f91,Nessus,released,knowledge,sector-specific,,"Programul pentru calculator Nessus este un instrument TIC specializat care testează deficiențele de securitate ale sistemului pentru accesul neautorizat la informațiile din sistem, dezvoltat de societatea de software Tenable Network Security.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,analiza și dezvoltarea de aplicații și software | instrument de testare a punctelor slabe ale sistemului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28a0fe16-4e03-4d5e-8f0e-5198309e77a9,realizează conservarea dispozitivelor digitale în scopuri criminalistice,released,skill/competence,occupation-specific,,"Conservă integritatea dispozitivelor TIC, cum ar fi laptopurile, computerele de birou și alte suporturi digitale, prin depozitarea lor fizică și utilizarea de programe informatice precum PTK Forensics și EnCase pentru a regăsi, stoca și urmări în mod legal informațiile digitale, pentru ca acestea să poată fi utilizate ca probe la momentul potrivit.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gestionează, colectează și stochează date digitale"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28b7d7fb-0483-4877-9aaa-f990f10f16f5,operează sisteme pentru comenzile vocale în depozite,released,skill/competence,sector-specific,operează sisteme de picking cu comandă vocală,Operează sisteme pentru comenzile vocale în depozite prin aplicarea a diferite metode de picking; lucrează folosind instrucțiuni și comenzi verbale cu ajutorul căștilor și al unui microfon.,http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,selectează materiale sau produse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28eb4689-3ba4-47a1-96b0-34a60751ea17,proiectează infrastructuri pentru mine de suprafață,released,skill/competence,occupation-specific,,Acordă asistență la proiectarea infrastructurii pentru mine folosind programe informatice specializate și a unor calcule de date.,http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,proiectează structuri sau instalații
