conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a560dc4-ee2e-4437-b94f-c076a2b5f25e,inspectează puțuri de apă,released,skill/competence,cross-sector,,"Examinează puțurile de apă pentru a detecta urme de poluare și verifică conformitatea cu standardele de construcție. Dispune închiderea puțurilor, dacă este necesar.",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,supraveghează siguranța și securitatea
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3b4f2a64-9884-4f3d-8020-44dc95919a7c,proiectează conceptul de izolație,released,skill/competence,sector-specific,,"Proiectează detaliile izolației și soluții pentru punțile termice. Alege materialul cel mai adecvat pentru izolare, ținând seama de nevoile clădirii.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,proiectează sisteme sau echipamente electrice sau electronice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3bf93cf6-2b6f-46ad-b0ba-3b161379bac1,efectuează operațiuni de demolare selectivă,released,skill/competence,sector-specific,depozitează recolte | conservă recolte,"Asigură demolarea unei structuri sau a unei părți a acesteia, prin demolare selectivă. Identifică diferitele materiale din clădire și evaluează posibilitățile de reutilizare și valoarea lor. Recuperează materialele reutilizabile fără a le deteriora.
	",http://data.europa.eu/esco/skill/59c46f34-bffd-4859-adf4-3839c2a73821,construcții
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3c1622fc-6c95-4b51-98da-1814ebe6e889,sisteme de energie geotermală,released,knowledge,sector-specific,energie geotermală | sisteme de căldură geotermală,"Încălzirea la temperaturi joase și răcirea la temperaturi înalte, generate de utilizarea energiei geotermale, și contribuția acestora la performanța energetică.
	",http://data.europa.eu/esco/isced-f/0713,electricitate și energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d69b305-4051-4c1d-ba1e-d8c5b35e22db,monitorizează impactul producției,released,skill/competence,cross-sector,verifică parametrii de mediu | monitorizează parametrii de mediu,"Verifică impactul utilajelor de fabricație asupra mediului, analizând nivelurile de temperatură, calitatea apei și poluarea aerului.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,adoptă modalități de reducere a impactului negativ al consumului | gândește critic | supraveghează starea mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d9873e5-7128-49d9-9048-f72b8ea4b29e,administrează păduri,released,skill/competence,sector-specific,administrează fondul forestier,Elaborează planuri de gestionare a pădurilor aplicând metode comerciale și principiile forestiere de gestionare eficientă a resurselor forestiere.,http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,conduc activități operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3de6d427-546b-450b-97ba-d3d50eb274da,operează și supraveghează funcționarea echipamentelor de purificare a apei,released,skill/competence,cross-sector,,"Operează și ajustează comenzile echipamentelor pentru purificarea și limpezirea apei, pentru prelucrarea și tratarea apelor reziduale, a aerului și a solidelor, pentru reciclarea sau pentru deversarea apelor tratate și pentru generarea de energie electrică.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"operează sisteme sau utilaje pentru prelucrarea petrolului, pentru tratarea apei sau chimice"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3dffcb35-26d4-4fee-8517-002f9e40508a,integrează energia din biogaz în clădiri,released,skill/competence,sector-specific,produce documentația necesară pentru transportul internațional | finalizează documentația necesară pentru transportul internațional | pregătește documentația pentru transportul internațional de bunuri | pregătește documentele oficiale pentru transportul internațional | finalizează documentația pentru transportul internațional,"Proiectează și calculează instalații pentru termoficare și apă caldă potabilă (PWH) care utilizează biogaz.
	",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"montează echipamente de încălzire, de ventilație și de climatizare"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e25fd3e-2bcd-4320-9587-0aadf7fb93b1,oferă consiliere în legătură cu protecția solului și a apei,released,skill/competence,sector-specific,participă în echipa de elaborare a politicilor | colaborează pentru elaborarea politicilor,"Oferă consiliere cu privire la metodele de protejare a solului și a surselor de apă împotriva poluării, cum ar fi percolarea nitraților, care este responsabilă de eroziunea solului.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,oferă consultanță pe aspecte de mediu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e37d714-4d65-416d-a138-46f7e2a98073,proiectează instalații de pompe de căldură,released,skill/competence,sector-specific,ajustează proprietățile de tăiere | ajustează proprietățile uneltelor de tăiere | ajustează dimensiunea și adâncimea de tăiere,"Proiectează un sistem de pompe de căldură, incluzând calculul pierderii sau a transmiterii căldurii, al capacității necesare, pentru sisteme mono- sau bivalente, al bilanțurilor energetice și al reducerii zgomotului.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,proiectează sisteme sau echipamente electrice sau electronice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3ecde258-d1c6-4d6a-bfa7-ec4c5e4fc700,dezvoltă soluții de amestecare ecologică,released,skill/competence,occupation-specific,definește soluții de compunere biologică | dezvoltă soluții chimice ecologice pentru compușii de cauciuc | înlocuieste ingredientele sintetice | utilizează polimeri pe bază de componente bio,"Dezvoltă soluții de amestecare utilizând ingrediente biologice în locul ingredientelor sintetice. Evaluează potențialul uleiurilor vegetale, al materialelor de umplutură și al polimerilor și progresele recente ale acestora.
	",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,elaborează politici și proceduri operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3edfa33c-c644-4a9a-acd1-e82039daa663,promovează utilizarea transportului durabil,released,skill/competence,sector-specific,întreține echipamentele de irigare | întreține sistemele de irigare,"Promovează utilizarea transportului durabil pentru a reduce amprenta de carbon și zgomotul și pentru a spori siguranța și eficiența sistemelor de transport. Determină performanța în ceea ce privește utilizarea transportului durabil, stabilește obiective pentru promovarea utilizării transportului durabil și propune alternative de transport ecologice.
	",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promovează sustenabilitatea | promovează produse, servicii sau programe"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3efd2b02-f6f8-4911-a154-8bfcaeadeb5d,originea grăsimilor și a uleiurilor alimentare,released,knowledge,sector-specific,,Distincția dintre grăsimile dietetice care provin de la animale și uleiurile derivate din legume.,http://data.europa.eu/esco/isced-f/0721,prelucrarea alimentelor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3f82a026-8a37-4b54-9ebb-7702b66eeb24,desfășoară anchete de mediu,released,skill/competence,sector-specific,efectuează anchete de mediu,"Desfășoară anchete de mediu conform cerințelor, verifică procedurile de reglementare, posibile acțiuni juridice sau alte tipuri de plângeri.",http://data.europa.eu/esco/skill/c4376e35-add7-43a0-8b2e-f5741f0df8fe,desfășoară investigații criminalistice și polițienești
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/407b1474-7cfb-4538-823b-7667604f0267,restaurează mediul natural dacă forajul nu va fi executat,released,skill/competence,occupation-specific,,Restaurează amplasamentul de foraj la condiția sa de mediu natural în cazul în care forajul nu va avea loc.,http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,propun soluții
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40f65a56-ccbe-4601-9f32-1cc6cdd24f28,gestionarea deșeurilor,released,knowledge,cross-sector,sortarea deșeurilor | eliminarea deșeurilor | managementul deșeurilor,"Metodele, materialele și reglementările utilizate pentru colectarea, transportul, tratarea și evacuarea deșeurilor. Aceasta include reciclarea și monitorizarea eliminării deșeurilor.",http://data.europa.eu/esco/isced-f/1021,servicii de igienă publică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40fa39b5-0f69-432a-b5ea-b01b5d98649a,elimină deșeuri periculoase,released,skill/competence,cross-sector,,"Elimină materialele periculoase, cum ar fi substanțele chimice sau radioactive, în conformitate cu normele de mediu și în materie de sănătate și siguranță.",http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176 | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,respectă măsurile de securitate la locul de muncă | manipulează și elimină materiale periculoase
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41168850-6e3f-4fc8-afd5-9337f0c66190,evaluează impactul asupra mediului al acvaculturii,released,skill/competence,sector-specific,monitorizează efectele asupra mediului generate de acvacultură,"Măsoară impactul asupra mediului al operațiunilor de acvacultură ale unei întreprinderi. Ia în considerare factori precum calitatea apei mării și a apelor de suprafață, habitatele piscicole și habitatele plantelor marine și riscurile legate de calitatea aerului, a mirosului și a zgomotului.",http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6,cuantifică impactul unei activități de acvacultură specifice | evaluează impactul de mediu | supraveghează starea mediului | gestionează impactul de mediu al operațiunilor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41bbfa08-ce0b-478f-beaa-f51c62e61796,instalează ferestre în acoperiș,released,skill/competence,sector-specific,,"Instalează diverse tipuri de ferestre pe acoperiș, cum sunt lucarnele, ferestrele de fronton și ferestrele cu acoperiș plat.",http://data.europa.eu/esco/skill/58edb789-d085-4e7d-8b6e-b70913bebfca,montează și asamblează fitinguri de construcții
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41de7eb8-be07-4822-ba85-b76e9b8d6e4e,managementul durabil al pădurilor,released,knowledge,sector-specific,MDP,"Managementul și folosirea terenurilor forestiere într-un mod și într-un ritm care să le mențină productivitatea, biodiversitatea, capacitatea de regenerare, vitalitatea și potențialul de a îndeplini, în prezent și în viitor, funcții ecologice, economice și sociale relevante la nivel local, național și global și care să nu producă daune altor ecosisteme.
	",http://data.europa.eu/esco/isced-f/0821,silvicultură
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4300b453-9bcf-474c-9ee3-92ec2229720c,standarde globale pentru raportarea cu privire la durabilitate,released,knowledge,sector-specific,liniile directoare de raportare non-financiară,"Cadru de raportare global, standardizat, care permite organizațiilor să cuantifice și să comunice cu privire la impactul lor asupra mediului, societății și guvernanței.
	",http://data.europa.eu/esco/isced-f/0412,"finanțe, bănci și asigurări"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/442328a8-8a11-4e15-b80c-402a9bd5844d,analizează procese climatice,released,skill/competence,cross-sector,,Efectuează cercetări asupra evenimentelor caracteristice care apar în atmosferă în timpul interacțiunilor și al transformărilor diferitelor componente și condiții atmosferice.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,efectuează cercetare academică sau de piață
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44493977-83c4-49e0-88b2-28435da57cd0,reduce la minimum impactul de mediu asupra zonelor înconjurătoare,released,skill/competence,occupation-specific,,"Reduce la minimum deșeurile de materiale și le elimină în mod corect. Reduce la minimum daunele cauzate plantelor, obiectelor și zonelor înconjurătoare.",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,exploatează utilaje agricole sau forestiere
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d,cuantifică impactul unei activități de acvacultură specifice,released,skill/competence,sector-specific,măsoară efectele unei activități de acvacultură specifice,"Identifică și măsoară impactul biologic, fizicochimic al unei activități specifice de acvacultură asupra mediului. Efectuează toate testele necesare, inclusiv colectarea și procesarea eșantioanelor pentru analiză.",http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,măsoară dimensiunile și proprietățile conexe
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44d5340c-45df-4478-9e55-2363342a7324,proiectează soluții de modernizare a clădirilor,released,skill/competence,sector-specific,proiectarea planului de renovare a clădirii | modernizarea clădirilor,"Prevede dotarea unui element cu o componentă sau o caracteristică care nu a fost inclusă la momentul fabricării sau adăugarea unui element care nu a fost planificat la momentul construcției. Se folosește în legătură cu instalarea de noi sisteme de clădiri, cum ar fi sistemele de încălzire, dar se poate referi și la structura unei clădiri, de exemplu, modernizarea izolației sau montarea de geamuri duble. Proiectează soluții pentru modernizarea spațiului rezidențial și comercial existent, cu scopul de a le îmbunătăți performanțele, de exemplu, prin reducerea consumului de energie și apă. Evaluează gama de tehnologii de modernizare disponibile și le selectează pe cele mai potrivite, în funcție de caracteristicile clădirii.
	",http://data.europa.eu/esco/skill/2eea3fd6-82ee-4334-8e36-62a0707cade1 | http://data.europa.eu/esco/skill/cc0a45a7-4883-4122-af11-7ca6c45a37c2 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,proiectează etanșeitatea la aer a clădirilor | proiectează sisteme de anvelopare a clădirilor | proiectează structuri sau instalații
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/450aeb6d-5f23-4e08-b088-3bbefbfb9f2d,ecologie acvatică,released,knowledge,cross-sector,hidrobiologie | ecologie marină | biologia ecosistemelor acvatice | ecosisteme marine | ecosisteme acvatice,"Ecologia acvatică este studiul organismelor acvatice, modul în care acestea interacționează, locul în care trăiesc și ce fac.",http://data.europa.eu/esco/isced-f/0521,științele mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4548416b-2310-4afc-bd6a-c022d3e41014,asigură eficiența din punctul de vedere al costurilor în fabricarea alimentelor,released,skill/competence,sector-specific,,"Asigură faptul că întregul proces de fabricare a alimentelor, de la primirea materiilor prime, producția, la procesele de producție și ambalare a alimentelor, este eficace și eficient din punct de vedere al costurilor.",http://data.europa.eu/esco/skill/ce541a71-0eaa-40e7-999d-793d1f16fa4c | http://data.europa.eu/esco/skill/7a93e22f-54d8-4bf0-9213-d711f6601b49 | http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,"adaptează practici eficiente de prelucrare a alimentelor | lucrează eficient | organizează, planifică și programează lucrări și activități"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4562497f-836c-415a-b5ce-4ec3b5766d09,propune ingrediente alternative ale compușilor de cauciuc,released,skill/competence,occupation-specific,prinde păsările de curte într-o fermă | manipulează păsările de curte într-o fermă | manevrează păsările de curte într-o fermă,"Identifică ingredientele potențial toxice din compușii de cauciuc și propune ingrediente alternative sau compuși cu funcționalități similare.
	",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,propun soluții
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/456f68b4-ca28-4029-a67f-7813b2c6cb4d,etică alimentară,released,knowledge,sector-specific,valorile etice alimentare | principii etice alimentare,"Set de valori și principii etice care ghidează producția, distribuția și consumul alimentelor. Cuprinde o gamă largă de aspecte, inclusiv siguranța alimentară, durabilitatea mediului, sensibilitatea culturală, practicile echitabile de muncă, bunăstarea animalelor și responsabilitatea socială. Etica alimentară poate include și responsabilitatea colectivă și individuală.
	",http://data.europa.eu/esco/isced-f/0223,filozofie și etică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45b2a257-1c28-4c84-bc71-a4871e398c54,identifică amplasamente pentru parcuri eoliene,released,skill/competence,sector-specific,identifică amplasamente pentru ferme eoliene,Efectuează cercetări la fața locului și utilizează un atlas eolian pentru a evalua diferite locuri care ar putea fi adecvate pentru construirea de grupuri de turbine eoliene și efectuează cercetări de monitorizare a locației pentru a contribui la elaborarea planurilor de construcție.,http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,evaluează terenuri sau proprietăți imobiliare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45b79278-465a-4eed-8809-369318bab119,dezvoltă strategii de remediere a siturilor,released,skill/competence,sector-specific,,Efectuează studii pe teren și oferă consiliere cu privire la zonele cu sol poluat sau cu ape subterane poluate de la siturile industriale și siturile miniere. Elaborează metode de depozitare a solului excavat. Elaborează strategii de reabilitare a zonelor miniere epuizate pentru a le readuce la starea naturală.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/e4ff825c-7376-4135-93cd-3892fd67b7c1,elaborează politici și proceduri operaționale | elaborează strategii de remediere a siturilor contaminate
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/46454506-fb7c-4ad7-84e0-d4a6a5589ea1,proiectare clădiri cu consum de energie zero,released,knowledge,sector-specific,proiectarea clădirii cu consum de energie aproape de zero | proiect de clădire cu consum de energie zero | planul clădirii cu consum de energie zero,Principiul de proiectare și construcție prin care cantitatea netă de energie utilizată de clădire este egală cu cantitatea de energie din surse regenerabile creată de clădirea în sine. Conceptul se referă la construcții autonome.,http://data.europa.eu/esco/isced-f/0731,arhitectură și urbanism
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/465af498-53b1-4e04-9f49-7458afb59274,proiectează echipamente și aparatură pentru utilități,released,skill/competence,sector-specific,,"Proiectează echipamente care sunt utilizate pentru furnizarea de servicii de utilități, cum ar fi încălzire, aburi, energie electrică și refrigerare, în vederea îmbunătățirii eficienței și a durabilității în ceea ce privește furnizarea serviciilor de utilități publice pentru instalații și proprietăți rezidențiale.",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,proiectează structuri sau instalații
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/467cfa0a-f6d8-4f07-a770-11d2ea3546cd,reduce emisiile generate de procesul de tăbăcire,released,skill/competence,sector-specific,reduce emisiile de gaze rezultate în procesul de tăbăcire | reduce emisiile de compuși organici volatili în industria pielăriei | reduce emisiile de COV în industria pielăriei,"Ajustează compoziția chimică folosită în operațiunea de finisare în funcție de fiecare tip de destinație de pe piața pielăriei, pentru a reduce emisiile de compuși organici volatili (COV).
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,promovează sustenabilitatea,released,skill/competence,cross-sector,promovează durabilitatea | implementează marketingul de sustenabilitate | pledează pentru sustenabilitate | încurajează durabilitatea | dezvolta campanii de sustenabilitate,"Promovează conceptul de sustenabilitate pentru public, colegi și alți profesioniști prin discursuri, vizite ghidate, afișaje și ateliere.",http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promovează produse, servicii sau programe"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/47d491a9-f7c0-4b13-a10f-983d3aa0113e,ingineria siguranței,released,knowledge,cross-sector,lucrări de inginerie a siguranței | aplicații privind ingineria siguranței | studii de inginerie a siguranței | muncă de teren pentru ingineria siguranței | analize privind ingineria siguranței | cercetarea ingineriei siguranței,"Studiul riscurilor asociate cu proiectele și sistemele proiectate, prevenirea accidentelor, precum și beneficiile aduse siguranței de reducerea numărului de decese și răniri. Disciplina se concentrează pe analizarea și atenuarea pericolelor potențiale din procesele de inginerie.
	",http://data.europa.eu/esco/skill/6f1edc19-191f-4ba5-a048-ee69aff05bab | http://data.europa.eu/esco/isced-f/0710,inginerie de securitate | inginerie și inginerie comercială care nu sunt definite ulterior
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/47f14289-3bcd-4575-9cc1-15c582d1da29,asigură gestionarea instalației pentru tratarea și eliminarea deșeurilor,released,skill/competence,occupation-specific,,"Gestionează operațiunile unei instalații care se ocupă de tratarea și eliminarea deșeurilor, cum ar fi sortarea, reciclarea și procedurile de depozitare, se asigură că instalația și echipamentele sunt întreținute și procedurile sunt conforme cu legislația.",http://data.europa.eu/esco/skill/746d4d58-7e6b-417c-a0b3-3f0c44564a2e | http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94 | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,elaborează politicile de management al facilităților | conduc activități operaționale | gestionează deșeuri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4817fa29-7e52-41ee-a112-c1454012ca95,revizuiește planuri de construcție a unităților de tratare a deșeurilor,released,skill/competence,occupation-specific,,Stabilește dacă planurile pentru noile instalații de tratare a deșeurilor sunt în conformitate cu ordonanțele.,http://data.europa.eu/esco/skill/ebbf3488-7d1e-4603-b7d4-938d23bc1af1 | http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595,"revizuiește autorizații de construcție | monitorizează, inspectează și testează"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/492214f5-5bfd-4f2a-9a48-c36240ce100d,se conformează unei politici ecologice pe parcursul prelucrării alimentelor,released,skill/competence,sector-specific,,"Asigură o politică ecologică în cazul în care se lucrează cu resurse naturale precum carnea, fructele și legumele. Aceasta înseamnă gestionarea resurselor în modul cel mai eficient și ecologic, încercând în același timp să reducă presiunea asupra ecosistemului.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,adoptă modalități de reducere a impactului negativ al consumului | evaluează impactul comportamentului individual asupra mediului | respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/49298916-2090-4b08-ac57-5cfedaa5af36,reduce impactul de mediu al producției de încălțăminte,released,skill/competence,sector-specific,,Evaluează impactul asupra mediului produs de fabricarea încălțămintei și reduce la minimum riscurile de mediu. Reduce practicile de lucru dăunătoare mediului în diferite etape ale producției de încălțăminte.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,adoptă modalități de reducere a impactului negativ al consumului | oferă consultanță pe aspecte de mediu | evaluează impactul de mediu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4aba6668-6118-4953-804b-869cef94422a,elimină deșeuri nepericuloase,released,skill/competence,cross-sector,,Elimină deșeurile care nu prezintă niciun risc pentru sănătate și siguranță într-un mod care respectă procedurile de reciclare și gestionare a deșeurilor.,http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,elimină deșeuri sau reziduuri nepericuloase
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ac715f8-7c4e-4e78-a96d-2398b8bdc49d,planifică locuințe publice,released,skill/competence,cross-sector,,"Planifică construcția de locuințe publice, respectând în același timp regulamentele arhitecturale și principiile de planificare urbană.",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,elaborează politici și legislație
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b5f0aeb-875b-4afb-befc-2465b45602d8,inspectează proceduri și tehnologii de reciclare,released,skill/competence,sector-specific,verifică proceduri și tehnologii de reciclare,"Inspectează punerea în aplicare a procedurilor de gestionare a deșeurilor și de reciclare în cadrul unei organizații, precum și legislația aplicabilă, pentru a asigura conformitatea.",http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,supraveghează activități operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,adoptă modalități de reducere a impactului negativ al consumului,released,skill/competence,transversal,împart resursele fizice | împarte resursele fizice | reduce consumul de apă sau energie | practică un stil de viață minimalist | reduce consumul de energie | minimizarea producției de deșeuri în gospodării | evită articolele de unică folosință | urmează practicile de lucru durabile din punct de vedere ecologic | reutilizează produsele | evită plasticul | reutilizarea materialelor | evitarea articolelor de unică folosință | evita plasticul | practica un stil de viata minimalist | urmează practici de lucru durabile din punct de vedere ecologic | respectă programele de colectare pentru reciclare | reduce producția de deșeuri în gospodării. | respectă programele de colectare a reciclării,"Aplică principii, politici și reglementări care vizează durabilitatea mediului, inclusiv reducerea deșeurilor, a consumului de energie și de apă, reutilizarea și reciclarea produselor, precum și implicarea în economia colaborativă.
	",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,Aplică aptitudini și competențe legate de mediu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c4235a9-a1fb-403f-a173-37d9297c218c,reciclează gunoiul de grajd,released,skill/competence,sector-specific,,"Aplică tehnici de gestionare a gunoiului de grajd la intervale de aplicare corespunzătoare pentru a recicla gunoiul de grajd ca nutrienți organici pentru sol și pentru a reduce impactul asupra mediului.
	",http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,elimină deșeuri sau reziduuri nepericuloase
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c598891-db23-4b7c-9b39-233ba8eaf848,arhitectura peisajului,released,knowledge,sector-specific,amenajarea și planificarea peisajului | arhitectura spațiilor verzi | arhitectură peisagistică | tehnici de arhitectură a peisajului,Principiile și practicile utilizate în arhitectura și proiectarea spațiilor exterioare.,http://data.europa.eu/esco/isced-f/0731,arhitectură și urbanism
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c5fed97-939f-4050-adc0-7adaf15065e5,planifică dezvoltarea resurselor hidrice,released,skill/competence,occupation-specific,,Monitorizează precipitațiile și utilizarea apei pentru a organiza dezvoltarea resurselor de apă.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,supraveghează starea mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ca83b9d-afa0-49f8-b7af-e4e6a42ad299,principii ale producției de culturi,released,knowledge,sector-specific,principii ale producției agricole vegetale | principii de producție vegetală ecologică,"Principiile de cultură, ciclul natural, protecția naturii, condițiile de creștere și în principiile producției organice și durabile. Criterii și cerințe de calitate privind semințele, plantele și culturile.",http://data.europa.eu/esco/isced-f/0811,producție vegetală și animală
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4d032f82-6279-48e6-9892-116440a071e3,oferă consiliere în legătură cu prevenirea poluării,released,skill/competence,cross-sector,,Consiliază persoane fizice și organizații cu privire la elaborarea și punerea în aplicare de acțiuni care să contribuie la prevenirea poluării și a riscurilor aferente.,http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,oferă consiliere altora | oferă consultanță pe aspecte de mediu
